Date,Open,High,Low,Close,Adj Close,Volume
2016-05-13,129.0,135.4499969482422,125.0,135.4499969482422,128.5720977783203,8052683
2016-05-16,140.6999969482422,141.0,135.0,140.1999969482422,133.08090209960938,4533559
2016-05-17,141.0,141.0,134.0,139.0,131.9418487548828,5502478
2016-05-18,137.25,145.9499969482422,137.25,145.9499969482422,138.53892517089844,2127900
2016-05-19,147.1999969482422,149.0,140.14999389648438,142.60000610351562,135.3590545654297,7733437
2016-05-20,143.10000610351562,146.0,136.5500030517578,138.0500030517578,131.0401153564453,4687190
2016-05-23,137.0,138.5,132.0500030517578,136.5500030517578,129.61624145507812,3453429
2016-05-24,133.5,137.9499969482422,131.8000030517578,132.75,126.00921630859375,3208507
2016-05-25,134.0,134.0,128.14999389648438,133.64999389648438,126.86349487304688,2014257
2016-05-26,133.89999389648438,135.0500030517578,131.60000610351562,133.3000030517578,126.53128051757812,1405951
2016-05-27,135.9499969482422,136.9499969482422,132.10000610351562,132.4499969482422,125.72444915771484,237478
2016-05-30,133.9499969482422,134.0,127.0,130.0,123.39885711669922,1885482
2016-05-31,129.0,135.1999969482422,126.5,132.3000030517578,125.58206939697266,2344185
2016-06-01,132.0,135.0,132.0,134.60000610351562,127.76526641845703,688492
2016-06-02,133.0500030517578,140.0,133.0500030517578,138.60000610351562,131.56214904785156,3197895
2016-06-03,136.6999969482422,138.89999389648438,134.0,135.0,128.1449432373047,434481
2016-06-06,134.5500030517578,135.14999389648438,130.10000610351562,133.0500030517578,126.29397583007812,619297
2016-06-07,131.35000610351562,135.5,131.35000610351562,133.5500030517578,126.76858520507812,869424
2016-06-08,132.5500030517578,133.5,130.1999969482422,132.85000610351562,126.1041259765625,1740052
2016-06-09,132.1999969482422,134.0,131.75,133.5500030517578,126.76858520507812,322333
2016-06-10,131.60000610351562,139.35000610351562,131.60000610351562,133.5,126.72113037109375,1003831
2016-06-13,132.0,134.0,131.5,133.25,126.48380279541016,1687277
2016-06-14,134.0,137.5,132.9499969482422,136.5500030517578,129.61624145507812,1142547
2016-06-15,135.0,137.0,133.3000030517578,135.0500030517578,128.19241333007812,278110
2016-06-16,135.0,135.75,132.75,133.0500030517578,126.29397583007812,677301
2016-06-17,133.10000610351562,136.0,133.0500030517578,134.0,127.19572448730469,1235817
2016-06-20,134.0,135.5,132.9499969482422,133.60000610351562,126.8160400390625,969444
2016-06-21,135.0,144.0,135.0,137.75,130.75534057617188,714207
2016-06-22,137.3000030517578,143.89999389648438,137.0,138.5500030517578,131.51470947265625,519549
2016-06-23,137.5500030517578,138.60000610351562,137.0500030517578,138.14999389648438,131.135009765625,920115
2016-06-24,133.0,141.0500030517578,130.0,136.6999969482422,129.7586212158203,1693185
2016-06-27,134.0500030517578,137.89999389648438,133.35000610351562,135.1999969482422,128.3347930908203,1927203
2016-06-28,138.0,139.0,133.5,134.35000610351562,127.5279769897461,829459
2016-06-29,135.0,139.75,134.14999389648438,138.85000610351562,131.79946899414062,4406576
