Date,Open,High,Low,Close,Adj Close,Volume
2010-01-08,538.0,572.0,535.0,555.7999877929688,493.4967956542969,9286
2010-01-11,558.9500122070312,571.0,545.0999755859375,555.75,493.4524230957031,59841
2010-01-12,556.0,564.0,541.1500244140625,543.5,482.5757141113281,6180
2010-01-13,546.0,550.0,541.0,544.25,483.24163818359375,2487
2010-01-14,549.0,560.0,545.0999755859375,555.4500122070312,493.1861572265625,9078
2010-01-15,549.5,572.0,541.2000122070312,562.7000122070312,499.6235656738281,21057
2010-01-18,574.0,600.0,562.7000122070312,576.0499877929688,511.47686767578125,22052
2010-01-19,597.9000244140625,597.9000244140625,560.0,574.75,510.32275390625,18238
2010-01-20,580.0,595.0,575.0,577.5,512.7644653320312,22403
2010-01-21,575.0,584.0,555.0,559.2000122070312,496.51580810546875,22590
2010-01-22,549.9000244140625,562.0,530.1500244140625,543.25,482.3536682128906,13994
2010-01-25,515.0,550.0,515.0,539.0999755859375,478.6688537597656,17146
2010-01-27,540.0,544.9500122070312,533.0,537.0999755859375,476.89306640625,19279
2010-01-28,640.0,640.0,532.0,535.7999877929688,475.7388610839844,5837
2010-01-29,534.0,541.4000244140625,511.0,538.9500122070312,478.53570556640625,5094
2010-02-01,530.5999755859375,554.9000244140625,530.5999755859375,545.2999877929688,484.1739501953125,6666
2010-02-02,559.7999877929688,569.0,544.0499877929688,559.4500122070312,496.7377014160156,12666
2010-02-03,575.2000122070312,575.2000122070312,548.0,558.0499877929688,495.4947204589844,4412
2010-02-04,570.0,570.0,536.5,542.9000244140625,482.04296875,4339
2010-02-05,516.5,547.5,516.0,537.9500122070312,477.6477966308594,3048
2010-02-06,559.7999877929688,559.7999877929688,533.5499877929688,538.0,477.6921691894531,300
2010-02-08,542.0,574.0,537.0499877929688,559.0999755859375,496.4270324707031,12741
2010-02-09,555.0,562.9500122070312,550.0,557.0499877929688,494.6068420410156,5712
2010-02-10,553.0999755859375,564.0,546.0499877929688,550.25,488.5690002441406,5478
2010-02-11,551.5499877929688,559.9500122070312,548.0499877929688,552.75,490.7887878417969,1476
2010-02-15,555.0,558.75,530.3499755859375,541.3499755859375,480.6667175292969,2393
2010-02-16,550.0,563.0,550.0,558.8499755859375,496.2049560546875,2759
2010-02-17,566.0,588.3499755859375,560.0,573.6500244140625,509.3460693359375,14740
2010-02-18,594.75,595.0,580.25,591.75,525.4171142578125,16779
2010-02-19,595.0,595.0,580.0,586.5999755859375,520.8443603515625,8192
2010-02-22,590.0999755859375,606.8499755859375,580.0,587.0999755859375,521.2882080078125,9270
2010-02-23,595.0,595.0,581.5999755859375,586.25,520.5335693359375,3713
2010-02-24,589.9500122070312,591.9500122070312,583.3499755859375,585.7000122070312,520.0453491210938,4498
2010-02-25,593.5,595.0,585.0,593.5499877929688,527.0151977539062,12324
2010-02-26,595.0,599.0,589.9500122070312,590.0,523.86328125,7900
2010-03-02,561.0499877929688,615.0,561.0499877929688,606.6500244140625,538.6469116210938,17018
2010-03-03,610.7000122070312,613.8499755859375,596.0999755859375,609.5999755859375,541.2662353515625,5470
2010-03-04,610.0,610.0,591.5,603.0499877929688,535.4503784179688,4919
2010-03-05,605.0,621.5,605.0,614.3499755859375,545.4837036132812,11156
2010-03-08,623.0,639.75,616.0,635.0,563.81884765625,12790
2010-03-09,641.7000122070312,691.0,635.5,676.7999877929688,600.9331665039062,59987
2010-03-10,652.0,680.0,652.0,662.7999877929688,588.5026245117188,7691
2010-03-11,650.0,670.0,650.0,659.6500244140625,585.705810546875,4616
2010-03-12,670.0,674.4500122070312,650.0999755859375,658.0499877929688,584.2850341796875,3671
2010-03-15,662.0,662.0,650.0999755859375,653.7999877929688,580.5113525390625,4006
2010-03-16,659.7999877929688,659.7999877929688,635.25,641.6500244140625,569.7235717773438,4030
2010-03-17,641.0,649.7999877929688,638.0,646.2999877929688,573.8521118164062,4093
2010-03-18,648.0,648.0,615.25,626.8499755859375,556.5824584960938,3111
2010-03-19,621.0499877929688,641.0499877929688,621.0,626.75,556.4937133789062,6082
2010-03-22,616.0,623.9000244140625,592.6500244140625,618.7000122070312,549.3460693359375,26137
2010-03-23,618.7000122070312,622.9500122070312,606.5,612.2999877929688,543.66357421875,5346
2010-03-25,606.5,620.0,605.0,606.0,538.0697021484375,5560
2010-03-26,607.2999877929688,619.9000244140625,605.0,613.0499877929688,544.3294677734375,14019
2010-03-29,615.0,618.8499755859375,591.0,606.75,538.7357177734375,12143
2010-03-30,608.6500244140625,645.0,596.0499877929688,635.1500244140625,563.9520263671875,14398
2010-03-31,635.0,655.7999877929688,625.0,651.4000244140625,578.3804931640625,32505
2010-04-01,684.5499877929688,684.5499877929688,641.0,651.2000122070312,578.202880859375,2766
2010-04-05,651.0,664.0,641.0,657.9000244140625,584.1520385742188,2066
2010-04-06,650.0,669.7999877929688,650.0,653.4500122070312,580.2008666992188,2044
2010-04-07,664.4000244140625,664.4000244140625,636.0,650.0499877929688,577.1818237304688,4564
2010-04-08,644.0,684.4500122070312,644.0,674.4500122070312,598.8468627929688,12478
2010-04-09,675.0,694.3499755859375,640.5499877929688,647.4500122070312,574.873291015625,8804
2010-04-12,648.4500122070312,667.3499755859375,645.25,650.0499877929688,577.1818237304688,5859
2010-04-13,652.7999877929688,652.7999877929688,635.5499877929688,640.4500122070312,568.6580200195312,1693
2010-04-15,650.0,738.0,645.1500244140625,682.8499755859375,606.3049926757812,86802
2010-04-16,682.8499755859375,718.0,672.5,695.0499877929688,617.1375122070312,40899
2010-04-19,677.0,715.0,677.0,708.2000122070312,628.8134155273438,24370
2010-04-20,707.5999755859375,760.0,707.5999755859375,750.2000122070312,666.1054077148438,57690
2010-04-21,765.0,809.0,753.0,796.7000122070312,707.3929443359375,49950
2010-04-22,805.0,841.0999755859375,770.0,787.75,699.4461669921875,55309
2010-04-23,805.0,818.0,792.0999755859375,802.5999755859375,712.631591796875,18202
2010-04-26,814.9500122070312,827.0,795.25,807.4500122070312,716.9379272460938,10383
2010-04-27,808.0,812.9500122070312,774.0,780.0,692.56494140625,10923
2010-04-28,753.4000244140625,793.9500122070312,753.4000244140625,779.5999755859375,692.2098388671875,6775
2010-04-29,796.0,818.0,791.0,802.2000122070312,712.2764282226562,14026
2010-04-30,810.0,815.0,792.0499877929688,799.7000122070312,710.0568237304688,4962
2010-05-03,807.7999877929688,807.7999877929688,785.0999755859375,791.7000122070312,702.9534301757812,2980
2010-05-04,800.0,804.8499755859375,765.25,770.4500122070312,684.08544921875,2089
2010-05-05,726.0,777.0,701.2000122070312,765.6500244140625,679.8235473632812,4864
2010-05-06,768.5,785.0,768.5,780.3499755859375,692.8756713867188,8328
2010-05-07,732.3499755859375,783.0,732.3499755859375,771.75,685.2398071289062,4301
2010-05-10,790.0,804.0,776.5499877929688,792.8499755859375,703.9745483398438,6770
2010-05-11,798.7999877929688,798.7999877929688,775.0,777.4000244140625,690.2562866210938,1033
2010-05-12,774.25,792.9000244140625,771.0999755859375,777.9000244140625,690.7003784179688,3407
2010-05-13,770.0499877929688,792.9000244140625,770.0499877929688,790.25,701.6658935546875,5736
2010-05-14,767.5,815.0,767.5,805.2999877929688,715.0289306640625,9014
2010-05-17,778.0999755859375,874.0,778.0999755859375,845.5,750.7227172851562,18601
2010-05-18,850.0,912.0,850.0,860.3499755859375,763.9078979492188,32060
2010-05-19,870.0,889.0,830.0,833.7999877929688,740.3341674804688,8320
2010-05-20,850.0,907.75,815.0,821.9500122070312,729.8125,6214
2010-05-21,778.2999877929688,835.0,778.2999877929688,822.5499877929688,730.34521484375,4819
2010-05-24,857.0,857.0,765.7999877929688,793.9500122070312,704.9512939453125,6438
2010-05-25,788.0,790.0,740.2999877929688,758.25,673.2531127929688,7841
2010-05-26,768.0499877929688,798.0,766.2999877929688,791.0999755859375,702.4205322265625,6545
2010-05-27,816.2999877929688,816.2999877929688,758.1500244140625,766.5499877929688,680.6224975585938,4043
2010-05-28,776.8499755859375,790.0,755.0,774.6500244140625,687.814697265625,11353
2010-05-31,774.0,774.0,695.5499877929688,711.4000244140625,631.6548461914062,95458
2010-06-01,720.0,739.9000244140625,706.0,715.1500244140625,634.9843139648438,14293
2010-06-02,718.2999877929688,727.0,704.0,718.5999755859375,638.0475463867188,3204
2010-06-03,729.0,740.0,710.0,714.0,633.9633178710938,5700
2010-06-04,712.5999755859375,760.0,702.3499755859375,737.0999755859375,654.4738159179688,22413
2010-06-07,720.0999755859375,757.0,700.0,737.4000244140625,654.7402954101562,6097
2010-06-08,740.0,777.9500122070312,739.9500122070312,747.9500122070312,664.1075439453125,52737
2010-06-09,769.0,769.0,725.2999877929688,739.1500244140625,656.2940673828125,34924
2010-06-10,727.0,755.0,727.0,752.4500122070312,668.1032104492188,9604
2010-06-11,753.5499877929688,754.0,731.0,738.7000122070312,655.8945922851562,3914
2010-06-14,742.0999755859375,799.0,742.0999755859375,777.0999755859375,689.9900512695312,91724
2010-06-15,784.9000244140625,790.0,772.0,786.0999755859375,697.981201171875,14705
2010-06-16,788.0,852.4000244140625,786.0,817.0999755859375,725.5061645507812,78773
2010-06-17,815.0,839.7999877929688,815.0,821.9500122070312,729.8125,9967
2010-06-18,830.0,835.0,797.0999755859375,802.9500122070312,712.9424438476562,7012
2010-06-21,834.6500244140625,843.9500122070312,805.5,827.0499877929688,734.3408203125,115184
2010-06-22,824.0,838.0,816.5,823.7999877929688,731.4551391601562,15948
2010-06-23,816.0,864.0,816.0,841.4000244140625,747.0822143554688,41576
2010-06-24,850.0,850.0,831.0999755859375,835.2000122070312,741.5772094726562,3329
2010-06-25,832.0,843.8499755859375,810.5499877929688,819.9000244140625,727.9922485351562,5043
2010-06-28,825.0,829.9000244140625,810.0999755859375,814.6500244140625,723.3309326171875,2959
2010-06-29,817.0,824.0,792.1500244140625,799.75,710.10107421875,5959
2010-06-30,813.0,830.0,772.5999755859375,798.7000122070312,709.1688232421875,12120
2010-07-01,783.0,806.0,783.0,793.8499755859375,704.8623657226562,3266
2010-07-02,792.0499877929688,812.0,790.0,790.1500244140625,701.5772705078125,2291
2010-07-05,790.0,813.9000244140625,788.2000122070312,791.4500122070312,702.7315673828125,3991
2010-07-06,792.0999755859375,821.0999755859375,792.0999755859375,815.0499877929688,723.6859130859375,115506
2010-07-07,821.0,821.0,791.0499877929688,794.1500244140625,705.1287231445312,44276
2010-07-08,808.9000244140625,820.0,799.0,806.4000244140625,716.0056762695312,4452
2010-07-09,806.4000244140625,808.0,781.5499877929688,798.6500244140625,709.12451171875,36336
2010-07-12,798.8499755859375,805.0,791.0,793.0,704.1077270507812,5433
2010-07-13,808.0,832.9000244140625,784.0,817.4500122070312,725.81689453125,33983
2010-07-14,854.5999755859375,887.6500244140625,840.0,847.0,752.0545043945312,204523
2010-07-15,848.0,856.9000244140625,827.0,833.2999877929688,739.8901977539062,21960
2010-07-16,836.0,839.9500122070312,814.0,816.1500244140625,724.6627197265625,18941
2010-07-19,810.0,824.7000122070312,804.0,809.0499877929688,718.3585205078125,11553
2010-07-20,848.4000244140625,909.0,848.4000244140625,857.25,761.1555786132812,778286
2010-07-21,868.0,879.9000244140625,824.0,829.9500122070312,736.9156494140625,145540
2010-07-22,835.0,855.0,815.5999755859375,838.9500122070312,744.9067993164062,172165
2010-07-23,838.9000244140625,850.0499877929688,824.2000122070312,828.4000244140625,735.53955078125,39152
2010-07-26,823.0,836.7999877929688,820.0,820.9000244140625,728.8802490234375,24177
2010-07-27,825.0,834.7000122070312,807.0999755859375,813.0,721.8656616210938,13774
2010-07-28,814.0,828.0,795.0499877929688,801.0,711.2109375,17042
2010-07-29,800.0499877929688,842.0,800.0499877929688,832.4000244140625,739.0911865234375,35283
2010-07-30,825.0,837.9000244140625,809.0,813.0,721.8656616210938,108968
2010-08-02,814.6500244140625,884.0,814.6500244140625,874.6500244140625,776.6050415039062,134289
2010-08-03,874.0,905.0,866.25,878.75,780.2454223632812,150577
2010-08-04,874.6500244140625,957.0,874.6500244140625,941.4500122070312,835.9171142578125,291004
2010-08-05,941.4500122070312,950.0,904.0999755859375,910.25,808.21435546875,139816
2010-08-06,911.0,988.0,907.2000122070312,949.7999877929688,843.3310546875,172862
2010-08-09,959.9500122070312,974.7000122070312,942.7000122070312,953.5999755859375,846.7050170898438,41378
2010-08-10,950.0,961.9000244140625,926.0,933.0,828.4141235351562,18200
2010-08-11,940.0,942.0,908.0999755859375,915.5999755859375,812.964599609375,14551
2010-08-12,915.0,928.2000122070312,905.0,916.9500122070312,814.1634521484375,7001
2010-08-13,928.9500122070312,986.0,922.0,970.5499877929688,861.7549438476562,156136
2010-08-16,975.0,1020.0,964.9500122070312,980.4000244140625,870.5008544921875,136830
2010-08-17,985.4500122070312,994.0,952.5,985.6500244140625,875.162353515625,76453
2010-08-18,985.0,1025.0,973.1500244140625,1009.5999755859375,896.4276733398438,140654
2010-08-19,1040.0,1069.699951171875,1035.0,1047.9000244140625,930.4343872070312,162872
2010-08-20,1049.8499755859375,1084.4000244140625,1042.0,1059.5999755859375,940.8228759765625,81496
2010-08-23,1055.0,1250.0,1055.0,1123.449951171875,997.5155639648438,193070
2010-08-24,1138.4000244140625,1152.75,1113.0,1122.8499755859375,996.9828491210938,75712
2010-08-25,1100.0,1160.0,1065.050048828125,1100.550048828125,977.1826171875,68452
2010-08-26,1090.0,1090.0,1040.0,1057.6500244140625,939.0914306640625,37290
2010-08-27,1057.8499755859375,1095.0,1026.0999755859375,1040.5,923.86376953125,68822
2010-08-30,1050.0,1068.0,1030.0,1044.25,927.1934204101562,20866
2010-08-31,1036.0,1043.75,994.0999755859375,999.5499877929688,887.5042114257812,25043
2010-09-01,1000.0,1058.800048828125,1000.0,1050.25,932.5209350585938,46303
2010-09-02,1053.0,1175.0,1053.0,1116.699951171875,991.5219116210938,383952
2010-09-03,1127.9000244140625,1164.699951171875,1110.0,1135.0,1007.7708740234375,312065
2010-09-06,1140.0999755859375,1162.699951171875,1115.199951171875,1123.449951171875,997.5155639648438,56483
2010-09-07,1081.050048828125,1136.949951171875,1037.699951171875,1100.0999755859375,976.7830810546875,59596
2010-09-08,1085.0,1120.0,1070.0,1105.75,981.7994384765625,71962
2010-09-09,1106.0,1122.800048828125,1091.0999755859375,1097.5,978.0122680664062,16402
2010-09-13,1105.0,1118.9000244140625,1076.0,1077.3499755859375,960.0560913085938,40343
2010-09-14,1074.25,1110.0,1060.0,1063.1500244140625,947.4019775390625,24796
2010-09-15,1069.800048828125,1086.0,1021.0,1028.050048828125,916.1235961914062,34070
2010-09-16,1034.699951171875,1065.0,1015.0,1020.1500244140625,909.0838012695312,32716
2010-09-17,1020.1500244140625,1041.0,1020.0,1023.4000244140625,911.9798583984375,15042
2010-09-20,1020.0,1040.0,991.4000244140625,999.4000244140625,890.5926513671875,24489
2010-09-21,1004.7000122070312,1014.0,953.7000122070312,964.4000244140625,859.4031982421875,82737
2010-09-22,969.7000122070312,1007.7999877929688,965.25,975.75,869.517578125,57485
2010-09-23,983.4000244140625,991.0,960.0,979.0499877929688,872.458251953125,25751
2010-09-24,980.0,1015.9000244140625,955.0,963.9500122070312,859.0022583007812,102968
2010-09-27,975.4000244140625,1030.0,975.0,1009.0,899.1477661132812,45536
2010-09-28,1015.25,1035.0,1008.0,1021.7000122070312,910.4647827148438,31716
2010-09-29,1030.0,1038.0,989.0,1000.3499755859375,891.439208984375,29053
2010-09-30,1004.0,1019.9000244140625,990.0999755859375,997.25,888.6767578125,13493
2010-10-01,1005.0,1018.0,999.0,1014.2000122070312,903.7813110351562,12191
2010-10-04,1028.5,1044.0,1004.0,1035.449951171875,922.7178955078125,15531
2010-10-05,1030.0,1037.3499755859375,1015.0,1016.75,906.0537719726562,17845
2010-10-06,1032.800048828125,1032.800048828125,1012.3499755859375,1015.7000122070312,905.1181030273438,12579
2010-10-07,1012.0,1056.949951171875,1011.0,1020.4500122070312,909.3509521484375,37313
2010-10-08,1050.0,1051.0,1016.5,1021.2000122070312,910.019287109375,13664
2010-10-11,1042.0,1042.0,1013.0,1017.5999755859375,906.8112182617188,7824
2010-10-12,1017.0,1032.0,995.0,1026.1500244140625,914.430419921875,24179
2010-10-13,1021.0499877929688,1044.8499755859375,1020.0499877929688,1025.3499755859375,913.717529296875,12682
2010-10-14,1002.3499755859375,1076.0,1002.3499755859375,1068.25,951.9468994140625,75899
2010-10-15,1071.0,1085.0,1025.4000244140625,1033.4000244140625,920.89111328125,15038
2010-10-18,1035.0,1047.949951171875,998.25,1036.9000244140625,924.0101318359375,11493
2010-10-19,1030.0,1064.800048828125,1023.0,1026.75,914.965087890625,19863
2010-10-20,1039.050048828125,1046.0,1011.1500244140625,1016.25,905.6082153320312,7500
2010-10-21,1025.0,1040.0,1025.0,1032.3499755859375,919.955322265625,13846
2010-10-22,1020.2999877929688,1045.0,1020.2999877929688,1043.699951171875,930.069580078125,6607
2010-10-25,1026.25,1073.0,1026.25,1036.300048828125,923.4754028320312,26514
2010-10-26,1027.1500244140625,1070.0,1026.300048828125,1060.699951171875,945.2189331054688,22817
2010-10-27,1065.0,1065.0,1025.0,1040.0999755859375,926.86181640625,9870
2010-10-28,1040.0,1067.6500244140625,1036.050048828125,1049.699951171875,935.416259765625,34225
2010-10-29,1041.1500244140625,1041.1500244140625,1007.4000244140625,1026.800048828125,915.009521484375,16006
2010-11-01,1045.0,1058.949951171875,1025.0,1030.699951171875,918.48486328125,16346
2010-11-02,1036.0,1054.0,1022.0,1025.75,914.073974609375,8959
2010-11-03,1027.0,1114.0,1027.0,1097.949951171875,978.4132080078125,130969
2010-11-04,1110.0,1119.199951171875,1070.0,1106.75,986.2551879882812,49748
2010-11-08,1140.0,1152.0,1105.0999755859375,1120.4000244140625,998.4193115234375,31405
2010-11-09,1076.199951171875,1164.949951171875,1053.0,1158.6500244140625,1032.5045166015625,38999
2010-11-10,1165.0,1165.0,1125.0,1136.300048828125,1012.5880126953125,11743
2010-11-11,1136.0,1145.0,1102.4000244140625,1109.699951171875,988.884033203125,10478
2010-11-12,1119.800048828125,1129.699951171875,1075.0,1098.3499755859375,978.769775390625,5770
2010-11-15,1060.0,1098.0,1050.199951171875,1072.300048828125,955.5560302734375,5576
2010-11-16,1070.0,1070.0,1020.0,1033.5,920.9801635742188,10740
2010-11-18,1040.0,1063.0,1025.0,1039.300048828125,926.1486206054688,6164
2010-11-19,1040.0,1040.0,995.1500244140625,1001.0499877929688,892.0631713867188,17952
2010-11-22,995.0,1040.0,995.0,1036.0999755859375,923.2969970703125,10954
2010-11-23,1023.0,1039.0,986.2000122070312,1002.6500244140625,893.489013671875,12064
2010-11-24,1007.4500122070312,1019.0,995.0,996.5499877929688,888.052978515625,1901
2010-11-25,992.3499755859375,1015.0,960.0,968.2999877929688,862.8786010742188,4883
2010-11-26,951.0,960.0,876.0999755859375,913.5999755859375,814.1340942382812,32012
2010-11-29,885.0499877929688,919.9000244140625,885.0,908.5499877929688,809.6337280273438,39182
2010-11-30,911.0,935.0,896.0,928.2999877929688,827.233642578125,7620
2010-12-01,937.9500122070312,1003.0,930.5999755859375,983.9000244140625,876.7802734375,27044
2010-12-02,990.0,1023.0,990.0,1000.3499755859375,891.439208984375,10730
2010-12-03,1019.0,1019.0,941.0,957.6500244140625,853.38818359375,13113
2010-12-06,954.0,989.8499755859375,951.0,961.0,856.3734130859375,3265
2010-12-07,941.0,975.0,941.0,961.0999755859375,856.4625244140625,5496
2010-12-08,950.0,980.0,907.7000122070312,922.7999877929688,822.3323364257812,20237
2010-12-09,953.2000122070312,961.9000244140625,742.0,793.9500122070312,707.5106811523438,376485
2010-12-10,816.0,899.0,790.0,887.5499877929688,790.920166015625,46234
2010-12-13,895.0,925.0,857.0,885.4500122070312,789.0487670898438,8090
2010-12-14,915.9500122070312,915.9500122070312,875.0,883.1500244140625,786.9990234375,7231
2010-12-15,890.0,895.0,859.0,865.3499755859375,771.1371459960938,6475
2010-12-16,868.0,869.0,856.7000122070312,863.4000244140625,769.3993530273438,2760
2010-12-20,861.4000244140625,889.9500122070312,861.2000122070312,874.0999755859375,778.9343872070312,3604
2010-12-21,865.0,913.0,865.0,908.9500122070312,809.990234375,5025
2010-12-22,915.0499877929688,919.9500122070312,895.0,910.25,811.1486206054688,3688
2010-12-23,919.5999755859375,924.0,896.0,905.2999877929688,806.7376098632812,1759
2010-12-24,906.0,935.9500122070312,906.0,910.4500122070312,811.3269653320312,3293
